"","ttext","date","isretweet","retweetcount","favoritecount","score","city","country","duplicate"
"152","make sure you tip your USPS / UPS / FEDEX / AMAZON delivery man. even $1 if thats what you can afford. they keepin  ","2020-04-24 17:10:46","FALSE","2","11","1","Delhi NCR","India",FALSE
"153","AhmedBaba_: In the Oval Office, President Trump publicly extorts the USPS.

Trump launched into a rant calling the USPS a joke and th","2020-04-24 17:10:40","TRUE","73","0","-1","Delhi NCR","India",TRUE
"154","mkraju He does not know anything about the USPS.  As Amazon is already building their own delivery service.  He is so full of it.","2020-04-24 17:10:40","FALSE","0","0","0","Delhi NCR","India",FALSE
"155","ABC Post Office is supposed to run as a business. That is what needs to happen.  UPS/Fed Ex they make money, and t  ","2020-04-24 17:10:35","FALSE","0","0","0","Delhi NCR","India",FALSE
"156","The Amazon driver who delivers to my house is the worst. Last week, I had spit all over a package and one that had  ","2020-04-24 17:10:27","FALSE","0","0","-1","Delhi NCR","India",FALSE
"157","In the Oval Office, President Trump publicly extorts the USPS.

Trump launched into a rant calling the USPS a joke  ","2020-04-24 17:10:25","FALSE","73","110","-1","Delhi NCR","India",FALSE
"158","Trying to reduce your trips to the store or unable to go? Here are some food delivery services other than Instacard  ","2020-04-24 17:10:23","FALSE","0","0","-1","Delhi NCR","India",FALSE
"159","CTVNews Progressive made on what ordering, delivery and quality? Most wives shopping on Amazon and other online sh  ","2020-04-24 17:10:20","FALSE","0","0","1","Delhi NCR","India",FALSE
"160","Does he know that Amazon has its own delivery system?

I haven't had an Amazon delivery from USPS in a long time.","2020-04-24 17:10:18","FALSE","0","0","0","Delhi NCR","India",FALSE
"161","Is the FakePresident is a postal worker or Amazon delivery person or doctor?
TrumpPressBriefing TrumpIsNotADoctor","2020-04-24 17:10:16","FALSE","0","0","0","Delhi NCR","India",FALSE
"162","RoyalMail Thats understandable -how are you assisting small business? There are delays up to 14 days on 1st class  ","2020-04-24 17:10:07","FALSE","0","0","0","Delhi NCR","India",FALSE
"163","realDonaldTrump Amazon does have their own delivery system! They have a long term contract that cant be changed a  ","2020-04-24 17:10:04","FALSE","0","0","0","Delhi NCR","India",FALSE
"164","21QuestionsKE zoom_us
amazon
Facebook
Tesla  &amp; online delivery apps","2020-04-24 17:10:00","FALSE","0","0","0","Delhi NCR","India",FALSE
"165","snarkgrapefruit I *didnt* have to suck a virtual dick to get an Amazon Fresh delivery window!","2020-04-24 17:09:20","FALSE","0","0","-1","Delhi NCR","India",FALSE
"166","Trump is saying USPS should raise the price of a package because theyre dropping them off. But...that means the Am  ","2020-04-24 17:09:18","FALSE","0","0","1","Delhi NCR","India",FALSE
"167","And AMAZON HAS THEIR OWN POST OFFICE --- or rather, they built a full end to end including last mile logistics deli  ","2020-04-24 17:08:47","FALSE","0","0","0","Delhi NCR","India",FALSE
"168","viajetjaguar: do you think im going to remember all of these far away amazon estimated delivery dates? do you think ill even remember","2020-04-24 17:08:38","TRUE","3","0","0","Delhi NCR","India",TRUE
"169","Amazon makes a delivery to our house every 2-3 days ","2020-04-24 17:08:24","FALSE","0","0","0","Delhi NCR","India",FALSE
"170","AmazonHelp last time I'm using Amazon after being a regular prime user for years.  Their delivery service is utter  ","2020-04-24 17:08:00","FALSE","1","0","0","Delhi NCR","India",FALSE
"171","markknoller USPS Trump must not know Amazon has its own delivery service which has cost usps $$$  trump should al  ","2020-04-24 17:07:51","FALSE","0","0","2","Delhi NCR","India",FALSE
"172","Clarence our Australian Cattle Dog will like to dedicate TheFridayToast to the friendly delivery staff of Amazon.  ","2020-04-24 17:07:41","FALSE","0","0","2","Delhi NCR","India",FALSE
"173","And honestly, if you can calm Trump's tantrum by making people pay more for Amazon deliveries, that might be an acc  ","2020-04-24 17:07:35","FALSE","0","0","0","Delhi NCR","India",FALSE
"174","viajetjaguar: do you think im going to remember all of these far away amazon estimated delivery dates? do you think ill even remember","2020-04-24 17:07:35","TRUE","3","0","0","Delhi NCR","India",TRUE
"175","amnestypress: ""We stand in solidarity with Amazon workers who are speaking up for their rights. Amazon warehouse and delivery workers a","2020-04-24 17:06:59","TRUE","3","0","1","Delhi NCR","India",TRUE
"176","amnestypress: ""We stand in solidarity with Amazon workers who are speaking up for their rights. Amazon warehouse and delivery workers a","2020-04-24 17:06:55","TRUE","3","0","1","Delhi NCR","India",TRUE
"177","Feddi09: These Amazon delivery dates are killing me ","2020-04-24 17:06:01","TRUE","1","0","-1","Delhi NCR","India",FALSE
"178","IEthics: ""Some of those most at risk of the coronavirus, such as the eldery, who are staying inside and may need to use food delivery s","2020-04-24 17:05:46","TRUE","4","0","-1","Delhi NCR","India",FALSE
"179","I think its so cool that the Amazon app gives you a delivery map in Real Time. You can see how far theyre away fr  ","2020-04-24 17:05:46","FALSE","0","0","1","Delhi NCR","India",FALSE
"180","""We stand in solidarity with Amazon workers who are speaking up for their rights. Amazon warehouse and delivery wor  ","2020-04-24 17:05:22","FALSE","3","5","1","Delhi NCR","India",FALSE
"181","Amazon will be fined 100,000 for EVERY 'non-essential' delivery in France after court rejects appeal in worker saf  ","2020-04-24 17:05:12","FALSE","0","0","0","Delhi NCR","India",TRUE
"182","Trying to reduce your trips to the store or unable to go? Here are some food delivery services other than Instacard  ","2020-04-24 17:05:10","FALSE","0","0","-1","Delhi NCR","India",TRUE
"183","dwnews Firstly: You wrote, that means your Amazon purchase is most likely safe to accept when the delivery man com  ","2020-04-24 17:04:37","FALSE","0","0","1","Delhi NCR","India",FALSE
"184","do you think im going to remember all of these far away amazon estimated delivery dates? do you think ill even re  ","2020-04-24 17:03:50","FALSE","3","4","0","Delhi NCR","India",FALSE
"185","Fuckin love amazon ordered this yesterday, said it was coming Saturday, now its out for delivery, less than 24 hou  ","2020-04-24 17:01:32","FALSE","0","0","1","Delhi NCR","India",FALSE
"186","VirgilioJarrin: Yesterday I was telling a friend that Ecuador has never had Amazon - And online deliveries are a recent thing - And he","2020-04-24 17:01:24","TRUE","0","0","0","Delhi NCR","India",FALSE
"187","Free home delivery, every day. Order at  ","2020-04-24 17:01:20","FALSE","0","0","1","Delhi NCR","India",FALSE
"188","Cant score a delivery time with FreshDirect or Amazon Fresh? These grocery upstarts want to take your order instea  ","2020-04-24 17:00:20","FALSE","2","11","1","Delhi NCR","India",FALSE
"189","Stoke_Supreme Lmao Payroll P. Nah Amazon just tripping with delivery dates so Im thuggin it","2020-04-24 16:59:20","FALSE","0","1","0","Delhi NCR","India",FALSE
"190","mitchellreports SpeakerPelosi Most Americans rely on Amazon delivery more than the USPS...not to mention FedEx and UPS.","2020-04-24 16:59:07","FALSE","0","0","0","Delhi NCR","India",FALSE
"191","PhilipRucker Reinlwapo He is such a dimwit Amazon are already putting together their own last mile delivery servi  ","2020-04-24 16:58:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"192","I miss Amazon Prime 2 day delivery ","2020-04-24 16:58:08","FALSE","0","9","-1","Delhi NCR","India",FALSE
"193","AhmedBaba_: Make no mistake about what this is.

Trump is using the coronavirus pandemic as an opportunity to withhold aid in an effort","2020-04-24 16:58:04","TRUE","158","0","-1","Delhi NCR","India",TRUE
"194","Disgusting. If you see anything like this happening please report it. Companies who have delivery guys like this, i  ","2020-04-24 16:57:37","FALSE","0","0","1","Delhi NCR","India",FALSE
"195","These Amazon delivery dates are killing me ","2020-04-24 16:57:04","FALSE","1","0","-1","Delhi NCR","India",FALSE
"196","Amazon will be fined 100,000 for EVERY 'non-essential' delivery in France after court rejects appeal in worker saf  ","2020-04-24 16:56:44","FALSE","0","0","0","Delhi NCR","India",TRUE
"197","Poor form AmazonUK - Supposed attempted delivery of an item when we were all home. Delivery now delayed until ne  ","2020-04-24 16:56:29","FALSE","0","0","-2","Delhi NCR","India",FALSE
"198","just had an Amazon delivery that I completely wasn't expecting and it was items from my wishlist for Noah  thank you all so much!!!","2020-04-24 16:56:25","FALSE","0","3","1","Delhi NCR","India",FALSE
"199","nycsouthpaw Amazon is rapidly moving away from using the USPS for delivery Theyre  building regional warehouse di  ","2020-04-24 16:56:14","FALSE","0","1","0","Delhi NCR","India",FALSE
"200","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:55:50","TRUE","11","0","1","Delhi NCR","India",FALSE
"201","Ill tell you what gang, Target.com was cheaper and had faster delivery than amazon during this pandemic. MY COLUMN","2020-04-24 16:54:35","FALSE","0","0","2","Delhi NCR","India",FALSE
"202","I just ordered these Bamboo Charcoal Bags on Amazon like last night &amp; they are out for Delivery  sheesh that was Fast .","2020-04-24 16:53:43","FALSE","0","0","2","Delhi NCR","India",FALSE
"203","Beckyymehmet Hello, Becky! Were temporarily experiencing longer than usual delivery times, please wait three days  ","2020-04-24 16:52:43","FALSE","0","0","0","Delhi NCR","India",FALSE
"204","TRAVELL1NGBOOTS: Wrong and rotten delivery after waiting for days to get a slot.. you will lose another customer like this amazon  Am","2020-04-24 16:52:42","TRUE","1","0","-2","Delhi NCR","India",FALSE
"205","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:50:34","TRUE","11","0","1","Delhi NCR","India",TRUE
"206","iamhasscr: Another productive day ,eBay dispatch done
Received 3 deliveries of eBay stock, done some listings
Received a delivery of la","2020-04-24 16:49:57","TRUE","1","0","1","Delhi NCR","India",FALSE
"207","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:49:49","TRUE","11","0","1","Delhi NCR","India",TRUE
"208","motherboard: Here's why you still can't find a grocery delivery time slot.  ","2020-04-24 16:47:48","TRUE","8","0","0","Delhi NCR","India",FALSE
"209","nathenmcvittie BHPhotoVideo Blick_Art Same here. Amazon has been dismal with delivery times for me over the past  ","2020-04-24 16:47:24","FALSE","0","1","-1","Delhi NCR","India",FALSE
"210","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:47:00","TRUE","11","0","1","Delhi NCR","India",TRUE
"211","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:46:09","TRUE","11","0","1","Delhi NCR","India",TRUE
"212","Mortified an Amazon delivery guy came round the back to deliver a package and Im there just in my pants  happy Friday","2020-04-24 16:46:04","FALSE","0","2","0","Delhi NCR","India",FALSE
"213","SisterOfBert I send a note so people can let me know things have arrived if they choose, with current delivery iss  ","2020-04-24 16:45:42","FALSE","0","1","0","Delhi NCR","India",FALSE
"214","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:44:23","TRUE","11","0","1","Delhi NCR","India",TRUE
"215","josephfcox: New: it can take a week to secure food from services Amazon Fresh or Wholefoods. Now, developers have made bots that auto c","2020-04-24 16:43:42","TRUE","115","0","2","Delhi NCR","India",FALSE
"216","Don't have Prime like me? If you have free delivery items or easy post free Kindle books on your wishlist and would  ","2020-04-24 16:43:36","FALSE","0","0","4","Delhi NCR","India",FALSE
"217","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:43:31","TRUE","11","0","1","Delhi NCR","India",TRUE
"218","Wrong and rotten delivery after waiting for days to get a slot.. you will lose another customer like this amazon  ","2020-04-24 16:42:27","FALSE","1","0","-2","Delhi NCR","India",FALSE
"219","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:42:25","TRUE","11","0","1","Delhi NCR","India",TRUE
"220","jeyoung200: The coolest Amazon delivery driver keeps leaving me little rocks with the word Hope on them. Love to see these reminders","2020-04-24 16:40:45","TRUE","2","0","2","Delhi NCR","India",FALSE
"221","WarOnWant: Live NOW: Amazon is making huge profits from the Covid19 lockdowns, but is failing to keep its warehouse and delivery worke","2020-04-24 16:40:36","TRUE","1","0","-1","Delhi NCR","India",FALSE
"222","Security Expert re: Automated Bots Snatch Amazon Fresh, Whole Foods Delivery Times  ","2020-04-24 16:40:05","FALSE","0","0","1","Delhi NCR","India",FALSE
"223","IEthics: ""Some of those most at risk of the coronavirus, such as the eldery, who are staying inside and may need to use food delivery s","2020-04-24 16:40:03","TRUE","4","0","-1","Delhi NCR","India",TRUE
"224","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:39:47","TRUE","11","0","1","Delhi NCR","India",TRUE
"225","jeyoung200: The coolest Amazon delivery driver keeps leaving me little rocks with the word Hope on them. Love to see these reminders","2020-04-24 16:38:50","TRUE","2","0","2","Delhi NCR","India",TRUE
"226","elwasson: Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon delivery, sug","2020-04-24 16:38:47","TRUE","11","0","1","Delhi NCR","India",TRUE
"227","Trump says at WH that he won't sign any USPS Postal Service bailout unless they raise package prices on Amazon del  ","2020-04-24 16:38:30","FALSE","11","5","1","Delhi NCR","India",FALSE
"228","northherofx I've said the same thing for years! Move delivery to m/th or tues/friday...charge a $1 per piece of ju  ","2020-04-24 16:37:46","FALSE","0","0","0","Delhi NCR","India",FALSE
"229","undarkmag: Workers at Amazon, Whole Foods, and the grocery delivery service Instacart went on strike today, requesting from their emplo","2020-04-24 16:37:05","TRUE","3","0","-1","Delhi NCR","India",FALSE
